ID,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Target,Days_Since_Registration,Age,FamilySize,YearsSinceRegistration,TotalSpend,TotalAcceptedCampaigns,TotalPurchases,WebProportion,CatalogProportion,StoreProportion,WebConversionRatio,ChildAdultRatio,IncomePerMember,HasChildren,TotalSpent,WinesRatio,FruitsRatio,MeatProductsRatio,FishProductsRatio,SweetProductsRatio,GoldProdsRatio,SpentPerPerson,SpendingVolatility,WebRatio,CatalogRatio,StoreRatio,AvgBasketSize,WebEngagementRatio,CampaignAcceptanceRate,TenureYears,PurchaseFrequency,DealRatio,RecencyRatio,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Education_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Unknown,Age_x_Income,WebEngagement_x_Age
916,41644.0,1,1,67,20.0,3.0,4.0,2.0,0.0,2.0,2,1,0,3,3,0,0,0,0,0,0,3,11,0,3883,53,3,10.63107460643395,31.0,0,4,0.25,0.0,0.75,0.3333333333333333,2.0,13881.333333333334,1,31.0,0.6451613,0.09677419,0.12903225,0.06451613,0.0,0.06451613,10.333333,7.386925,0.25,0.0,0.75,7.75,3.0,0.0,10.63107460643395,0.376255472572753,0.5,0.017254699974246716,False,False,False,True,False,False,False,True,False,False,False,2207.132,1.59
5512,55842.0,0,1,19,451.0,0.0,39.0,0.0,4.0,24.0,1,7,1,8,5,0,0,0,0,0,0,3,11,1,4335,48,2,11.868583162217659,518.0,0,16,0.4375,0.0625,0.5,1.4,1.0,27921.0,1,518.0,0.8706564,0.0,0.07528958,0.0,0.0077220076,0.046332046,259.0,179.32837,0.4375,0.0625,0.5,32.375,0.7142857142857143,0.0,11.868583162217659,1.3480968858131488,0.0625,0.004382929642445213,False,False,True,False,False,False,True,False,False,False,False,2680.416,0.34285714285714286
8970,62010.0,0,1,93,371.0,22.0,39.0,6.0,0.0,92.0,4,6,2,7,5,0,0,0,0,0,0,3,11,0,4335,53,2,11.868583162217659,530.0,0,15,0.4,0.13333333333333333,0.4666666666666667,1.2,1.0,31005.0,1,530.0,0.7,0.041509435,0.07358491,0.011320755,0.0,0.17358491,265.0,142.35823,0.4,0.13333333333333333,0.4666666666666667,35.333333333333336,0.8333333333333334,0.0,11.868583162217659,1.263840830449827,0.26666666666666666,0.021453287197231833,False,False,False,True,False,False,True,False,False,False,False,3286.53,0.4416666666666667
10581,41124.0,1,0,41,281.0,7.0,84.0,15.0,0.0,119.0,7,7,3,4,8,0,0,0,0,0,0,3,11,1,4335,48,2,11.868583162217659,506.0,0,14,0.5,0.21428571428571427,0.2857142857142857,0.875,1.0,20562.0,1,506.0,0.55533594,0.013833992,0.1660079,0.02964427,0.0,0.23517786,253.0,107.498215,0.5,0.21428571428571427,0.2857142857142857,36.142857142857146,1.1428571428571428,0.0,11.868583162217659,1.1795847750865052,0.5,0.009457900807381776,False,True,False,False,False,False,True,False,False,False,False,1973.952,0.5485714285714285
5300,38961.0,1,0,60,19.0,7.0,19.0,0.0,1.0,24.0,1,2,1,2,7,0,0,0,0,0,0,3,11,0,4335,52,2,11.868583162217659,70.0,0,5,0.4,0.2,0.4,0.2857142857142857,1.0,19480.5,1,70.0,0.27142859,0.1,0.27142859,0.0,0.014285714,0.34285715,35.0,10.308573,0.4,0.2,0.4,14.0,3.5,0.0,11.868583162217659,0.421280276816609,0.2,0.01384083044982699,False,False,True,False,False,False,True,False,False,False,False,2025.972,1.82
5154,37760.0,1,0,54,26.0,3.0,13.0,2.0,10.0,0.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,4184,53,2,11.455167693360712,54.0,0,5,0.4,0.0,0.6,0.3333333333333333,1.0,18880.0,1,54.0,0.4814815,0.055555556,0.24074075,0.037037037,0.18518518,0.0,27.0,9.715966,0.4,0.0,0.6,10.8,3.0,0.0,11.455167693360712,0.4364842256214149,0.2,0.012906309751434034,False,False,True,False,False,True,False,False,False,False,False,2001.28,1.59
8346,32233.0,1,0,26,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,1,0,0,0,0,0,3,11,1,4335,51,2,11.868583162217659,296.0,1,10,0.6,0.2,0.2,0.6666666666666666,1.0,16116.5,1,296.0,0.4662162,0.050675675,0.11824324,0.08445946,0.037162162,0.24324325,148.0,48.623726,0.6,0.2,0.2,29.6,1.5,0.2,11.868583162217659,0.842560553633218,0.2,0.0059976931949250285,False,True,False,False,False,False,False,True,False,False,False,1643.883,0.765
1676,43057.0,0,1,30,213.0,2.0,44.0,0.0,2.0,5.0,4,4,2,5,5,0,0,0,0,0,0,3,11,0,4335,50,2,11.868583162217659,266.0,0,11,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.8,1.0,21528.5,1,266.0,0.80075186,0.007518797,0.16541353,0.0,0.007518797,0.018796992,133.0,84.315285,0.36363636363636365,0.18181818181818182,0.45454545454545453,24.181818181818183,1.25,0.0,11.868583162217659,0.9268166089965398,0.36363636363636365,0.006920415224913495,False,True,False,False,False,False,True,False,False,False,False,2152.85,0.625
9286,83151.0,0,0,93,407.0,28.0,100.0,120.0,74.0,18.0,1,5,9,4,3,0,0,0,0,0,0,3,11,0,4578,65,1,12.53388090349076,747.0,0,18,0.2777777777777778,0.5,0.2222222222222222,1.6666666666666667,0.0,83151.0,0,747.0,0.54484606,0.037483267,0.13386881,0.16064256,0.09906292,0.024096385,747.0,143.96632,0.2777777777777778,0.5,0.2222222222222222,41.5,0.6,0.0,12.53388090349076,1.4361074705111403,0.05555555555555555,0.020314547837483616,False,False,True,False,False,False,False,False,True,False,False,5404.815,0.39
2426,78825.0,0,0,35,483.0,74.0,114.0,169.0,37.0,18.0,1,5,10,13,3,0,0,0,0,0,0,3,11,1,4335,61,1,11.868583162217659,895.0,0,28,0.17857142857142858,0.35714285714285715,0.4642857142857143,1.6666666666666667,0.0,78825.0,0,895.0,0.5396648,0.08268157,0.1273743,0.18882681,0.041340783,0.020111732,895.0,172.34317,0.17857142857142858,0.35714285714285715,0.4642857142857143,31.964285714285715,0.6,0.0,11.868583162217659,2.3591695501730103,0.03571428571428571,0.008073817762399077,False,False,False,True,False,True,False,False,False,False,False,4808.325,0.366
5172,65104.0,0,1,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,3,11,1,4335,49,2,11.868583162217659,1053.0,0,15,0.2,0.3333333333333333,0.4666666666666667,0.42857142857142855,1.0,32552.0,1,1053.0,0.7008547,0.0,0.22032289,0.012345679,0.018993352,0.04748338,526.5,288.69897,0.2,0.3333333333333333,0.4666666666666667,70.2,2.3333333333333335,0.0,11.868583162217659,1.263840830449827,0.13333333333333333,0.000922722029988466,False,False,True,False,False,False,False,False,True,False,False,3190.096,1.1433333333333335
5562,60093.0,0,1,92,502.0,12.0,109.0,16.0,6.0,90.0,2,7,2,10,6,0,0,0,0,0,0,3,11,0,4335,51,2,11.868583162217659,735.0,0,19,0.3684210526315789,0.10526315789473684,0.5263157894736842,1.1666666666666667,1.0,30046.5,1,735.0,0.6829932,0.01632653,0.14829932,0.021768708,0.008163265,0.12244898,367.5,190.98874,0.3684210526315789,0.10526315789473684,0.5263157894736842,38.68421052631579,0.8571428571428571,0.0,11.868583162217659,1.6008650519031142,0.10526315789473684,0.02122260668973472,False,True,False,False,False,False,True,False,False,False,False,3064.743,0.43714285714285717
3436,14045.0,1,0,24,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4335,56,2,11.868583162217659,20.0,0,4,0.25,0.0,0.75,0.14285714285714285,1.0,7022.5,1,20.0,0.55,0.0,0.25,0.1,0.05,0.05,10.0,4.131182,0.25,0.0,0.75,5.0,7.0,0.0,11.868583162217659,0.3370242214532872,0.25,0.005536332179930796,False,True,False,False,False,False,True,False,False,False,False,786.52,3.92
3921,28457.0,0,0,96,24.0,1.0,108.0,29.0,29.0,14.0,1,4,1,4,8,0,0,0,0,0,0,3,11,0,4335,73,1,11.868583162217659,205.0,0,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5,0.0,28457.0,0,205.0,0.11707317,0.004878049,0.52682924,0.14146341,0.14146341,0.068292685,205.0,37.72223,0.4444444444444444,0.1111111111111111,0.4444444444444444,22.77777777777778,2.0,0.0,11.868583162217659,0.7583044982698962,0.1111111111111111,0.022145328719723183,False,False,False,False,False,False,False,False,False,True,False,2077.361,1.46
3403,78952.0,0,1,11,1170.0,19.0,594.0,99.0,76.0,134.0,2,2,5,12,6,0,0,0,0,0,0,3,11,1,4335,67,2,11.868583162217659,2092.0,0,19,0.10526315789473684,0.2631578947368421,0.631578947368421,0.3333333333333333,1.0,39476.0,1,2092.0,0.5592734,0.009082218,0.28393883,0.047323138,0.03632887,0.064053535,1046.0,453.03848,0.10526315789473684,0.2631578947368421,0.631578947368421,110.10526315789474,3.0,0.0,11.868583162217659,1.6008650519031142,0.10526315789473684,0.0025374855824682814,False,False,False,True,False,False,False,False,True,False,False,5289.784,2.01
22,46310.0,1,0,99,185.0,2.0,88.0,15.0,5.0,25.0,2,6,1,5,8,0,0,0,0,0,0,3,11,0,4790,49,2,13.114305270362765,320.0,0,12,0.5,0.08333333333333333,0.4166666666666667,0.75,1.0,23155.0,1,320.0,0.578125,0.00625,0.275,0.046875,0.015625,0.078125,160.0,71.80715,0.5,0.08333333333333333,0.4166666666666667,26.666666666666668,1.3333333333333333,0.0,13.114305270362765,0.9150313152400835,0.16666666666666666,0.020668058455114824,False,True,False,False,False,True,False,False,False,False,False,2269.19,0.6533333333333333
10965,76005.0,0,0,72,983.0,20.0,389.0,240.0,50.0,40.0,1,3,5,13,6,0,0,0,1,0,0,3,11,0,4335,70,1,11.868583162217659,1722.0,1,21,0.14285714285714285,0.23809523809523808,0.6190476190476191,0.5,0.0,76005.0,0,1722.0,0.57084787,0.011614402,0.22590011,0.13937283,0.029036004,0.023228804,1722.0,370.2691,0.14285714285714285,0.23809523809523808,0.6190476190476191,82.0,2.0,0.2,11.868583162217659,1.7693771626297579,0.047619047619047616,0.01660899653979239,False,True,False,False,False,False,False,False,True,False,False,5320.35,1.4
9426,58308.0,0,1,77,691.0,0.0,69.0,10.0,0.0,130.0,4,2,6,3,8,0,0,0,0,0,0,3,11,0,4161,61,2,11.392197125256674,900.0,0,11,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.25,1.0,29154.0,1,900.0,0.7677778,0.0,0.07666667,0.011111111,0.0,0.14444445,450.0,269.90442,0.18181818181818182,0.5454545454545454,0.2727272727272727,81.81818181818181,4.0,0.0,11.392197125256674,0.9655731795241528,0.36363636363636365,0.018505167027156932,False,False,True,False,False,False,False,True,False,False,False,3556.788,2.44
6605,55614.0,0,0,85,504.0,13.0,131.0,8.0,0.0,26.0,1,9,4,6,7,0,1,0,0,0,0,3,11,0,4335,81,1,11.868583162217659,682.0,1,19,0.47368421052631576,0.21052631578947367,0.3157894736842105,1.2857142857142858,0.0,55614.0,0,682.0,0.73900294,0.019061584,0.1920821,0.011730205,0.0,0.038123168,682.0,197.26395,0.47368421052631576,0.21052631578947367,0.3157894736842105,35.89473684210526,0.7777777777777778,0.2,11.868583162217659,1.6008650519031142,0.05263157894736842,0.0196078431372549,False,False,False,True,False,True,False,False,False,False,False,4504.734,0.63
3136,59432.0,0,1,88,173.0,25.0,265.0,25.0,19.0,12.0,3,5,3,11,5,0,0,0,0,0,0,3,11,0,4335,63,2,11.868583162217659,519.0,0,19,0.2631578947368421,0.15789473684210525,0.5789473684210527,1.0,1.0,29716.0,1,519.0,0.33333334,0.048169557,0.5105973,0.048169557,0.036608864,0.023121387,259.5,106.78529,0.2631578947368421,0.15789473684210525,0.5789473684210527,27.31578947368421,1.0,0.0,11.868583162217659,1.6008650519031142,0.15789473684210525,0.02029988465974625,False,False,True,False,False,True,False,False,False,False,False,3744.216,0.63
8737,55563.0,0,1,22,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,0,0,0,0,0,0,3,11,0,4007,47,2,10.97056810403833,43.0,0,5,0.4,0.0,0.6,0.6666666666666666,1.0,27781.5,1,43.0,0.6744186,0.023255814,0.20930232,0.046511628,0.0,0.046511628,21.5,11.160944,0.4,0.0,0.6,8.6,1.5,0.0,10.97056810403833,0.45576491140504116,0.2,0.005490391814324931,False,True,False,False,False,True,False,False,False,False,False,2611.461,0.705
11088,78642.0,0,1,83,1396.0,0.0,322.0,46.0,35.0,17.0,1,4,9,4,6,0,0,0,0,0,0,3,11,1,4335,54,2,11.868583162217659,1816.0,0,17,0.23529411764705882,0.5294117647058824,0.23529411764705882,0.6666666666666666,1.0,39321.0,1,1816.0,0.7687225,0.0,0.17731278,0.025330396,0.019273128,0.009361234,908.0,548.9057,0.23529411764705882,0.5294117647058824,0.23529411764705882,106.82352941176471,1.5,0.0,11.868583162217659,1.4323529411764706,0.058823529411764705,0.01914648212226067,False,False,False,True,False,False,False,False,True,False,False,4246.668,0.81
716,67911.0,0,1,63,529.0,0.0,356.0,63.0,28.0,0.0,3,6,7,11,3,0,0,0,0,0,0,3,11,1,4335,76,2,11.868583162217659,976.0,0,24,0.25,0.2916666666666667,0.4583333333333333,2.0,1.0,33955.5,1,976.0,0.5420082,0.0,0.3647541,0.06454918,0.028688524,0.0,488.0,224.75201,0.25,0.2916666666666667,0.4583333333333333,40.666666666666664,0.5,0.0,11.868583162217659,2.022145328719723,0.125,0.01453287197231834,False,False,False,True,False,False,False,False,True,False,False,5161.236,0.38
466,65275.0,0,0,9,388.0,14.0,218.0,91.0,14.0,21.0,1,4,3,13,2,0,0,0,0,0,0,3,11,1,4433,81,1,12.136892539356605,746.0,0,20,0.2,0.15,0.65,2.0,0.0,65275.0,0,746.0,0.5201072,0.018766755,0.2922252,0.121983916,0.018766755,0.028150134,746.0,151.28076,0.2,0.15,0.65,37.3,0.5,0.0,12.136892539356605,1.6478682607714865,0.05,0.0020302278366794496,False,True,False,False,False,False,True,False,False,False,False,5287.275,0.405
9135,27203.0,1,1,92,13.0,2.0,21.0,4.0,0.0,24.0,2,1,1,2,8,0,0,0,0,0,0,3,11,0,4702,75,3,12.873374401095141,64.0,0,4,0.25,0.25,0.5,0.125,2.0,9067.666666666666,1,64.0,0.203125,0.03125,0.328125,0.0625,0.0,0.375,21.333334,10.230673,0.25,0.25,0.5,16.0,8.0,0.0,12.873374401095141,0.3107188430455125,0.5,0.019566142067205444,False,True,False,False,False,False,False,False,True,False,False,2040.225,6.0
10623,48330.0,0,1,2,28.0,0.0,4.0,0.0,0.0,0.0,1,1,0,3,5,0,0,0,0,0,0,3,11,1,4335,64,2,11.868583162217659,32.0,0,4,0.25,0.0,0.75,0.2,1.0,24165.0,1,32.0,0.875,0.0,0.125,0.0,0.0,0.0,16.0,11.219031,0.25,0.0,0.75,8.0,5.0,0.0,11.868583162217659,0.3370242214532872,0.25,0.000461361014994233,False,False,True,False,False,False,False,False,True,False,False,3093.12,3.2
8151,24279.0,0,0,6,16.0,36.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,0,0,0,0,0,3,11,0,4335,35,1,11.868583162217659,263.0,0,8,0.5,0.125,0.375,0.5,0.0,24279.0,0,263.0,0.0608365,0.13688213,0.07984791,0.076045625,0.23574145,0.41064638,263.0,35.701073,0.5,0.125,0.375,32.875,2.0,0.0,11.868583162217659,0.6740484429065744,0.125,0.001384083044982699,True,False,False,False,False,False,True,False,False,False,False,849.765,0.7
5140,64355.0,1,0,66,1047.0,0.0,140.0,67.0,38.0,153.0,2,4,3,12,8,0,0,0,0,0,0,3,11,0,4335,40,2,11.868583162217659,1445.0,0,19,0.21052631578947367,0.15789473684210525,0.631578947368421,0.5,1.0,32177.5,1,1445.0,0.7245675,0.0,0.096885815,0.04636678,0.026297579,0.105882354,722.5,399.28607,0.21052631578947367,0.15789473684210525,0.631578947368421,76.05263157894737,2.0,0.0,11.868583162217659,1.6008650519031142,0.10526315789473684,0.01522491349480969,False,False,False,True,False,False,True,False,False,False,False,2574.2,0.8
10160,50943.0,0,1,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4335,69,2,11.868583162217659,46.0,0,4,0.25,0.0,0.75,0.2,1.0,25471.5,1,46.0,0.67391306,0.0,0.1521739,0.04347826,0.0,0.13043478,23.0,11.8096,0.25,0.0,0.75,11.5,5.0,0.0,11.868583162217659,0.3370242214532872,0.25,0.011303344867358709,False,False,True,False,False,False,False,False,True,False,False,3515.067,3.45
4945,53653.0,0,0,29,815.0,10.0,239.0,28.0,10.0,108.0,2,10,4,12,6,0,0,0,0,0,0,3,11,1,4669,72,1,12.78302532511978,1210.0,0,26,0.38461538461538464,0.15384615384615385,0.46153846153846156,1.6666666666666667,0.0,53653.0,0,1210.0,0.6735537,0.008264462,0.19752066,0.023140496,0.008264462,0.0892562,1210.0,313.04227,0.38461538461538464,0.15384615384615385,0.46153846153846156,46.53846153846154,0.6,0.0,12.78302532511978,2.0339473120582565,0.07692307692307693,0.006211180124223602,False,True,False,False,False,False,False,False,False,True,False,3863.016,0.43199999999999994
10584,65665.0,0,1,77,225.0,162.0,387.0,106.0,36.0,29.0,1,5,10,8,3,0,0,0,0,0,0,3,11,0,4453,49,2,12.191649555099247,945.0,0,23,0.21739130434782608,0.43478260869565216,0.34782608695652173,1.6666666666666667,1.0,32832.5,1,945.0,0.23809524,0.17142858,0.40952381,0.11216931,0.03809524,0.030687831,472.5,135.03592,0.21739130434782608,0.43478260869565216,0.34782608695652173,41.08695652173913,0.6,0.0,12.191649555099247,1.8865371659555357,0.043478260869565216,0.01729171345160566,False,True,False,False,False,False,True,False,False,False,False,3217.585,0.294
6071,81217.0,0,0,77,493.0,70.0,324.0,146.0,40.0,84.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0,4335,36,1,11.868583162217659,1157.0,0,21,0.14285714285714285,0.3333333333333333,0.5238095238095238,3.0,0.0,81217.0,0,1157.0,0.42610198,0.060501296,0.28003457,0.12618841,0.03457217,0.07260156,1157.0,178.76735,0.14285714285714285,0.3333333333333333,0.5238095238095238,55.095238095238095,0.3333333333333333,0.0,11.868583162217659,1.7693771626297579,0.047619047619047616,0.01776239907727797,False,True,False,False,False,False,False,True,False,False,False,2923.812,0.12
3386,34935.0,0,0,71,34.0,4.0,67.0,3.0,10.0,20.0,1,2,1,4,7,0,0,0,0,0,0,3,11,0,4335,33,1,11.868583162217659,138.0,0,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,34935.0,0,138.0,0.24637681,0.028985508,0.48550725,0.02173913,0.072463766,0.14492753,138.0,24.478561,0.2857142857142857,0.14285714285714285,0.5714285714285714,19.714285714285715,3.5,0.0,11.868583162217659,0.5897923875432526,0.14285714285714285,0.01637831603229527,False,True,False,False,False,False,True,False,False,False,False,1152.855,1.155
8939,61250.0,0,1,49,98.0,138.0,65.0,60.0,26.0,59.0,6,5,2,12,5,0,0,0,0,0,0,3,11,1,4335,66,2,11.868583162217659,446.0,0,19,0.2631578947368421,0.10526315789473684,0.631578947368421,1.0,1.0,30625.0,1,446.0,0.21973094,0.30941704,0.14573991,0.13452914,0.058295965,0.132287,223.0,38.671265,0.2631578947368421,0.10526315789473684,0.631578947368421,23.473684210526315,1.0,0.0,11.868583162217659,1.6008650519031142,0.3157894736842105,0.011303344867358709,False,True,False,False,False,True,False,False,False,False,False,4042.5,0.66
9925,39665.0,1,0,97,127.0,1.0,56.0,0.0,1.0,31.0,3,4,2,3,7,1,0,0,0,0,0,3,11,0,4335,44,2,11.868583162217659,216.0,1,9,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5714285714285714,1.0,19832.5,1,216.0,0.587963,0.0046296297,0.25925925,0.0,0.0046296297,0.14351852,108.0,49.903908,0.4444444444444444,0.2222222222222222,0.3333333333333333,24.0,1.75,0.2,11.868583162217659,0.7583044982698962,0.3333333333333333,0.0223760092272203,False,False,False,True,False,False,False,False,True,False,False,1745.26,0.77
4320,60152.0,0,1,6,325.0,83.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,0,0,0,0,0,3,11,1,4335,46,2,11.868583162217659,943.0,0,22,0.2727272727272727,0.18181818181818182,0.5454545454545454,2.0,1.0,30076.0,1,943.0,0.34464476,0.088016964,0.31813362,0.0911983,0.06150583,0.09650053,471.5,121.11716,0.2727272727272727,0.18181818181818182,0.5454545454545454,42.86363636363637,0.5,0.0,11.868583162217659,1.8536332179930797,0.045454545454545456,0.001384083044982699,False,True,False,False,False,False,False,True,False,False,False,2766.992,0.23
5389,48920.0,0,2,93,238.0,17.0,68.0,8.0,10.0,6.0,3,6,2,5,7,0,1,0,0,0,0,3,11,1,4335,61,3,11.868583162217659,347.0,1,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.8571428571428571,2.0,16306.666666666666,1,347.0,0.685879,0.048991356,0.19596542,0.023054754,0.028818443,0.017291067,115.666664,91.31137,0.46153846153846156,0.15384615384615385,0.38461538461538464,26.692307692307693,1.1666666666666667,0.2,11.868583162217659,1.0953287197231834,0.23076923076923078,0.021453287197231833,False,True,False,False,False,False,True,False,False,False,False,2984.12,0.7116666666666667
6036,89120.0,0,0,78,1168.0,92.0,408.0,72.0,129.0,55.0,1,5,6,7,1,0,0,1,0,0,0,3,11,1,4335,66,1,11.868583162217659,1924.0,1,18,0.2777777777777778,0.3333333333333333,0.3888888888888889,5.0,0.0,89120.0,0,1924.0,0.6070686,0.047817048,0.21205822,0.03742204,0.06704782,0.028586278,1924.0,435.21014,0.2777777777777778,0.3333333333333333,0.3888888888888889,106.88888888888889,0.2,0.2,11.868583162217659,1.5166089965397924,0.05555555555555555,0.017993079584775088,False,False,True,False,False,False,False,False,True,False,False,5881.92,0.132
182,44124.0,0,1,62,284.0,0.0,55.0,0.0,6.0,52.0,4,6,2,5,8,0,0,0,0,0,0,3,11,1,4187,79,2,11.463381245722108,397.0,0,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.75,1.0,22062.0,1,397.0,0.71536523,0.0,0.13853905,0.0,0.01511335,0.13098237,198.5,109.68394,0.46153846153846156,0.15384615384615385,0.38461538461538464,30.53846153846154,1.3333333333333333,0.0,11.463381245722108,1.1340458562216384,0.3076923076923077,0.014807738237401481,False,False,False,True,False,False,False,False,True,False,False,3485.796,1.0533333333333332
203,81169.0,0,0,47,1288.0,20.0,613.0,80.0,61.0,27.0,1,5,7,9,2,0,0,0,0,0,0,3,11,1,4335,50,1,11.868583162217659,2089.0,0,21,0.23809523809523808,0.3333333333333333,0.42857142857142855,2.5,0.0,81169.0,0,2089.0,0.61656296,0.009573959,0.29344183,0.038295835,0.029200574,0.012924844,2089.0,513.5451,0.23809523809523808,0.3333333333333333,0.42857142857142855,99.47619047619048,0.4,0.0,11.868583162217659,1.7693771626297579,0.047619047619047616,0.010841983852364475,False,False,True,False,False,False,False,True,False,False,False,4058.45,0.2
11025,36443.0,1,1,9,65.0,0.0,46.0,4.0,3.0,20.0,4,3,1,3,8,0,0,0,0,0,0,3,11,1,4435,64,3,12.14236824093087,138.0,0,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.375,2.0,12147.666666666666,1,138.0,0.4710145,0.0,0.33333334,0.028985508,0.02173913,0.14492753,46.0,26.802986,0.42857142857142855,0.14285714285714285,0.42857142857142855,19.714285714285715,2.6666666666666665,0.0,12.14236824093087,0.5764937993235626,0.5714285714285714,0.002029312288613303,False,True,False,False,False,False,True,False,False,False,False,2332.352,1.7066666666666666
10203,26095.0,1,0,77,11.0,7.0,9.0,3.0,1.0,11.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4335,35,2,11.868583162217659,42.0,0,4,0.25,0.0,0.75,0.14285714285714285,1.0,13047.5,1,42.0,0.26190478,0.16666667,0.21428572,0.071428575,0.023809524,0.26190478,21.0,4.1952353,0.25,0.0,0.75,10.5,7.0,0.0,11.868583162217659,0.3370242214532872,0.25,0.01776239907727797,False,True,False,False,False,False,False,True,False,False,False,913.325,2.45
4607,71367.0,0,0,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,3,11,0,4335,66,1,11.868583162217659,777.0,0,16,0.25,0.3125,0.4375,2.0,0.0,71367.0,0,777.0,0.2921493,0.02960103,0.5006435,0.054054055,0.027027028,0.096525095,777.0,148.71953,0.25,0.3125,0.4375,48.5625,0.5,0.0,11.868583162217659,1.3480968858131488,0.0625,0.005536332179930796,False,True,False,False,False,False,False,False,True,False,False,4710.222,0.33
3711,80184.0,0,0,19,1035.0,134.0,670.0,25.0,38.0,0.0,1,6,3,10,3,0,0,1,1,0,0,3,11,1,4128,81,1,11.301848049281315,1902.0,2,19,0.3157894736842105,0.15789473684210525,0.5263157894736842,2.0,0.0,80184.0,0,1902.0,0.54416406,0.07045215,0.35226077,0.013144059,0.01997897,0.0,1902.0,432.9471,0.3157894736842105,0.15789473684210525,0.5263157894736842,100.10526315789474,0.5,0.4,11.301848049281315,1.681140988372093,0.05263157894736842,0.004602713178294574,False,False,True,False,False,False,True,False,False,False,False,6494.904,0.405
3696,30630.0,1,1,67,27.0,1.0,12.0,2.0,0.0,10.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,4335,60,3,11.868583162217659,52.0,0,5,0.4,0.0,0.6,0.2857142857142857,2.0,10210.0,1,52.0,0.5192308,0.01923077,0.23076923,0.03846154,0.0,0.1923077,17.333334,10.269696,0.4,0.0,0.6,10.4,3.5,0.0,11.868583162217659,0.421280276816609,0.4,0.015455594002306805,False,True,False,False,False,True,False,False,False,False,False,1837.8,2.1
2532,73454.0,0,0,95,982.0,73.0,351.0,56.0,14.0,175.0,1,2,4,6,5,1,0,0,0,0,0,3,11,0,4128,38,1,11.301848049281315,1651.0,1,12,0.16666666666666666,0.3333333333333333,0.5,0.4,0.0,73454.0,0,1651.0,0.59479105,0.044215627,0.21259843,0.033918835,0.008479709,0.10599636,1651.0,366.7454,0.16666666666666666,0.3333333333333333,0.5,137.58333333333334,2.5,0.2,11.301848049281315,1.0617732558139534,0.08333333333333333,0.023013565891472867,False,False,True,False,False,False,False,True,False,False,False,2791.252,0.95
9214,42691.0,0,0,48,179.0,2.0,64.0,38.0,17.0,58.0,1,5,1,6,5,0,0,0,0,0,0,3,11,0,4335,34,1,11.868583162217659,358.0,0,12,0.4166666666666667,0.08333333333333333,0.5,1.0,0.0,42691.0,0,358.0,0.5,0.005586592,0.17877094,0.10614525,0.047486033,0.16201118,358.0,63.0513,0.4166666666666667,0.08333333333333333,0.5,29.833333333333332,1.0,0.0,11.868583162217659,1.0110726643598615,0.08333333333333333,0.011072664359861591,False,True,False,False,False,False,True,False,False,False,False,1451.494,0.34
4943,70503.0,0,0,73,1379.0,33.0,216.0,0.0,33.0,66.0,1,2,4,9,6,0,1,1,0,0,0,3,11,1,4335,72,1,11.868583162217659,1727.0,2,15,0.13333333333333333,0.26666666666666666,0.6,0.3333333333333333,0.0,70503.0,0,1727.0,0.7984945,0.01910828,0.12507237,0.0,0.01910828,0.03821656,1727.0,539.9524,0.13333333333333333,0.26666666666666666,0.6,115.13333333333334,3.0,0.4,11.868583162217659,1.263840830449827,0.06666666666666667,0.016839677047289503,False,True,False,False,False,False,True,False,False,False,False,5076.216,2.16
